Num,Name,Region,Type_Primary,Type_Secondary
507,Herdier,5,1,0
508,Stoutland,5,1,0
509,Purrloin,5,17,0
510,Liepard,5,17,0
511,Pansage,5,12,0
512,Simisage,5,12,0
513,Pansear,5,10,0
514,Simisaear,5,10,0
515,Panpour,5,11,0
516,Simipour,5,11,0
517,Munna,5,14,0
518,Musharna,5,14,0
519,Pidove,5,1,3
520,Tranquill,5,1,3
521,Unfezant,5,1,3
522,Blitzle,5,13,0
523,Zebstrika,5,13,0
524,Roggenrola,5,6,0
525,Boldore,5,6,0
526,Gigalith,5,6,0
527,Woobat,5,14,3
528,Swoobat,5,14,3
529,Drilbur,5,5,0
530,Excadrill,5,5,9
531,Audino,5,1,0
532,Timburr,5,2,0
533,Gurdurr,5,2,0
534,Conkeldurr,5,2,0
535,Tympole,5,11,0
536,Palpitoad,5,11,5
537,Seismitoad,5,11,5
538,Thoh,5,2,0
539,Sawk,5,2,0
540,Sewaddle,5,7,12
541,Swadloon,5,7,12
542,Leavanny,5,7,12
543,Venipede,5,7,4
544,Whirlipede,5,7,4
545,Scolipede,5,7,4
546,Cottonee,5,12,18
547,Whimsicott,5,12,18
548,Petilil,5,12,0
549,Liligant,5,12,0
550,Basculin,5,11,0
551,Sandile,5,5,17
552,Krokorok,5,5,17
553,Krookodile,5,5,17
554,Darumaka,5,10,0
555,Darmanitan,5,10,0
556,Maractus,5,12,0
557,Dwebble,5,7,6
558,Crustle,5,7,6
559,Scraggy,5,2,0
560,Scrafty,5,2,0
561,Sigilyph,5,14,3
562,Yamask,5,8,0
563,Cofagrigus,5,8,0
564,Tirtouga,5,11,6
565,Carracosta,5,11,6
566,Archen,5,6,3
567,Archeops,5,6,3
568,Trubbish,5,4,0
569,Garbodor,5,4,0
570,Zorua,5,17,0
571,Zoroak,5,17,0
572,Minccino,5,1,0
573,Cinccino,5,1,0
574,Gothita,5,14,0
575,Gothorita,5,14,0
576,Gothitelle,5,14,0
577,Solosis,5,14,0
578,Duosion,5,14,0
579,Reuniclus,5,14,0
580,Ducklett,5,11,3
581,Swanna,5,11,3
582,Vanillite,5,15,0
583,Vanillish,5,15,0
584,Vanilluxe,5,15,0
585,Deerling,5,1,12
586,Sawsbuck,5,1,12
587,Emolga,5,13,3
588,Karrablast,5,7,0
589,Escavalier,5,7,9
590,Foongus,5,12,4
591,Amoonguss,5,12,4
592,Frillish,5,11,8
593,Jellicent,5,11,8
594,Alomomola,5,11,0
595,Joltik,5,7,13
596,Galvantula,5,7,13
597,Ferroseed,5,12,9
598,Ferrothorn,5,12,9
599,Klink,5,9,0
600,Klang,5,9,0
601,Klinklang,5,9,0
602,Tynamo,5,13,0
603,Elektrik,5,13,0
604,Elektross,5,13,0
605,Elgyem,5,14,0
606,Beheeyem,5,14,0
607,Litwick,5,8,10
608,Lampent,5,8,10
609,Chandelure,5,8,10
610,Axew,5,16,0
611,Fraxure,5,16,0
612,Haxorus,5,16,0
613,Cubchoo,5,15,0
614,Beartic,5,15,0
615,Cryogonal,5,15,0
616,Shelmet,5,7,0
617,Accelgor,5,7,0
618,Stunfisk,5,5,13
619,Mienfoo,5,2,0
620,Mienshao,5,2,0
621,Druddigon,5,16,0
622,Golett,5,5,8
623,Golurk,5,5,8
624,Pawniard,5,17,9
625,Bisharp,5,17,9
626,Bouffalant,5,1,0
627,Rufflet,5,1,3
628,Braviary,5,1,3
629,Vullaby,5,17,3
630,Mandibuzz,5,17,3
631,Heatmor,5,10,0
632,Durant,5,7,9
633,Deino,5,17,16
634,Zweilous,5,17,16
635,Hydreigon,5,17,16
636,Larvesta,5,7,10
637,Volcarona,5,7,10
638,Cobalion,5,9,2
639,Terrakion,5,6,2
640,Virizion,5,12,2
641,Tornadus,5,3,0
642,Thundurus,5,13,3
643,Reshiram,5,16,10
644,Zekrom,5,16,13
645,Landorus,5,5,3
646,Kyurem,5,16,15
647,Keldeo,5,11,2
648,Meloetta,5,1,14
649,Genesect,5,7,9
650,Chespin,6,12,0
651,Quilladin,6,12,0
652,Chesnaught,6,12,2
653,Fennekin,6,10,0
654,Braixen,6,10,0
655,Delphox,6,10,14
656,Froakie,6,11,0
657,Frogadier,6,11,0
658,Greninja,6,11,17
659,Bunnelby,6,1,0
660,Diggersby,6,1,5
661,Fletchling,6,1,3
662,Fletchinder,6,10,3
663,Talonflame,6,10,3
664,Scatterbug,6,7,0
665,Spewpa,6,7,0
666,Vivillon,6,7,3
667,Litleo,6,1,10
668,Pyroar,6,1,10
669,Flabebe,6,18,0
670,Floette,6,18,0
671,Florges,6,18,0
672,Skiddo,6,12,0
673,Gogoat,6,12,0
674,Pancham,6,2,0
675,Pangoro,6,2,17
676,Furfrou,6,1,0
677,Espurr,6,14,0
678,Meowstic,6,14,0
679,Honedge,6,9,8
680,Duoblade,6,9,8
681,Aegislash,6,9,8
682,Spritzee,6,18,0
683,Armoatisse,6,18,0
684,Swirlix,6,18,0
685,Slurpuff,6,18,0
686,Inkay,6,17,14
687,Malamar,6,17,14
688,Binacle,6,6,11
689,Barbarcle,6,6,11
690,Skrelp,6,4,11
691,Dragalge,6,4,16
692,Clauncher,6,11,0
693,Clawitzer,6,11,0
694,Helioptile,6,13,1
695,Heliolisk,6,13,1
696,Tyrunt,6,6,16
697,Tyrantum,6,6,16
698,Amaura,6,6,15
699,Aurorus,6,6,15
700,Sylveon,6,4,0
701,Hawlucha,6,2,3
702,Dedenne,6,13,18
703,Carbink,6,6,18
704,Goomy,6,16,0
705,Sliggo,6,16,0
706,Goodra,6,16,0
707,Klefki,6,9,18
708,Phantump,6,8,12
709,Trevenant,6,8,12
710,Pumpkaboo,6,8,12
711,Gourgeist,6,8,12
712,Bergmite,6,15,0
713,Avalugg,6,15,0
714,Noibat,6,3,16
715,Noivern,6,3,16
716,Xerneas,6,18,0
717,Yveltal,6,17,3
718,Zygarde,6,16,5
719,Diancie,6,6,18
720,Hoopa,6,14,8
721,Volcanion,6,10,11
722,Rowlet,7,12,3
723,Dartrix,7,12,3
724,Decidueye,7,12,8
725,Litten,7,10,0
726,Torracat,7,10,0
727,Inceroar,7,10,17
728,Popplio,7,11,0
729,Brionne,7,11,0
730,Primarina,7,11,18
731,Pikipek,7,1,3
732,Trumbeak,7,1,3
733,Toucannon,7,1,3
734,Yungoos,7,1,0
735,Gumshoos,7,1,0
736,Grubbin,7,7,0
737,Charjabug,7,7,13
738,Vikavolt,7,7,13
739,Crabrawler,7,2,0
740,Crabominable,7,2,15
741,Oricorio,7,10,3
742,Cutiefly,7,7,18
743,Ribombee,7,7,18
744,Rockruff,7,6,0
745,Lycanroc,7,6,0
746,Wishiwashi,7,11,0
747,Mareanie,7,4,11
748,Toxapex,7,4,11
749,Mudbray,7,5,0
750,Mudsdale,7,5,0
751,Dewpider,7,11,7
752,Araquanid,7,11,7
753,Fomantis,7,12,0
754,Lurantis,7,12,0
755,Morelull,7,12,18
756,Shiinotic,7,12,18
757,Salandit,7,4,10
758,Salazzle,7,4,10
759,Stufful,7,1,2
760,Bewear,7,1,2
761,Bounsweet,7,12,0
762,Steenee,7,12,0
763,Tsareena,7,12,0
764,Comfey,7,18,0
765,Oranguru,7,1,14
766,Passimian,7,2,0
767,Wimpod,7,7,11
768,Golisopod,7,7,11
769,Sandygast,7,8,5
770,Palossand,7,8,5
771,Pyukumuku,7,11,0
772,Type: Null,7,1,0
773,Silvally,7,1,0
774,Minior,7,6,3
775,Komala,7,1,0
776,Turtonator,7,10,16
777,Togedemaru,7,13,9
778,Mimikyu,7,8,18
779,Bruxish,7,11,14
780,Drampa,7,1,16
781,Dhelmise,7,8,12
782,Jangmo-o,7,16,0
783,Hakamo-o,7,16,2
784,Kommo-o,7,16,2
785,Tapu Koko,7,13,18
786,Tapu Lele,7,14,18
787,Tapu Bulu,7,12,18
788,Tapu Fini,7,11,18
789,Cosmog,7,14,0
790,Cosmoem,7,14,0
791,Solgaleo,7,14,9
792,Lunala,7,14,8
793,Nihilego,7,6,4
794,Buzzwole,7,7,2
795,Pheromosa,7,7,2
796,Xurkitree,7,13,0
797,Celesteela,7,9,3
798,Kartana,7,12,9
799,Guzzlord,7,17,16
800,Necrozma,7,14,0
801,Magearna,7,9,18
802,Marshadow,7,2,8
